video_id,tp,fp,fn,tn,precision,recall,avg_fps,min_fps,saved_frames_pct,video_path,kept_frames_pct,total_frames,eval_start_frame,eval_end_frame,warmup_frames,processed_frames,pred_motion_frames,video_fps_used
deer_day,2828,1270,682,1071,0.690092728160078,0.8056980056980056,43.25054216650885,7.377253566531593,30.67162916596176,data\benchmarks\videos\Test_Deer_Day.mp4,69.32837083403824,5911,0,5910,60,5911,4098,30.0
deer_night,798,64,687,1629,0.925754060324826,0.5373737373737374,40.17448092207007,6.379202778240382,73.3786287831995,data\benchmarks\videos\Test_Deer_Night.mp4,26.621371216800494,3238,0,3237,60,3238,862,30.0
fox_day,790,6,20,450,0.992462311557789,0.9753086419753086,36.2084978695768,7.136561675888553,39.969834087481146,data\benchmarks\videos\Test_Fox_Day.mp4,60.030165912518854,1326,0,1325,60,1326,796,30.0
fox_night,2147,532,103,1123,0.8014184397163121,0.9542222222222222,39.03919079084874,5.159892158255302,32.43379571248424,data\benchmarks\videos\Test_Fox_Night.mp4,67.56620428751576,3965,0,3964,60,3965,2679,30.0
